"Address","Type","Datetime","Latitude","Longitude","Report Location","Incident Number"
"11 W Aloha St","Medic Response","2022 Jan 27 06:25:00 AM","47.627192","-122.356823","POINT (-122.356823 47.627192)","F220011236"
"2317 5th Ave N","Medic Response","2022 Jan 27 04:56:00 AM","47.639263","-122.347084","POINT (-122.347084 47.639263)","F220011218"
"1916 E Madison St","Medic Response","2022 Jan 27 02:55:00 AM","47.61682","-122.307201","POINT (-122.307201 47.61682)","F220011192"
"747 N 135th St","Medic Response","2022 Jan 27 02:36:00 AM","47.726803","-122.347793","POINT (-122.347793 47.726803)","F220011190"
"6th Ave S / S Royal Brougham Way","Medic Response","2022 Jan 27 12:56:00 AM","47.592393","-122.325968","POINT (-122.325968 47.592393)","F220011166"
"1920 TERRY AVE","Medic Response","2022 Jan 26 11:54:00 PM","47.61643","-122.333829","POINT (-122.333829 47.61643)","F220011152"
"9268 50th Ave S","Medic Response","2022 Jan 26 11:30:00 PM","47.520067","-122.271156","POINT (-122.271156 47.520067)","F220011146"
"420 Boylston Ave E","Medic Response","2022 Jan 26 09:52:00 PM","47.62222","-122.323073","POINT (-122.323073 47.62222)","F220011124"
"1118 Nw 50th St","Medic Response","2022 Jan 26 08:04:00 PM","47.665043","-122.370926","POINT (-122.370926 47.665043)","F220011086"
"1100 N 115th St","Medic Response","2022 Jan 26 08:00:00 PM","47.712319","-122.344814","POINT (-122.344814 47.712319)","F220011083"
"669 S KING ST","Medic Response","2022 Jan 26 07:24:00 PM","47.598351","-122.324308","POINT (-122.324308 47.598351)","F220011071"
"4060 George Washington Ln Ne","Medic Response","2022 Jan 26 07:02:00 PM","47.656282","-122.311375","POINT (-122.311375 47.656282)","F220011066"
"5906 16th Ave S","Medic Response","2022 Jan 26 06:54:00 PM","47.549641","-122.312322","POINT (-122.312322 47.549641)","F220011062"
"820 Nw 95th St","Medic Response","2022 Jan 26 05:49:00 PM","47.697867","-122.367016","POINT (-122.367016 47.697867)","F220011036"
"333 30th Ave S","Medic Response","2022 Jan 26 05:39:00 PM","47.5999","-122.293788","POINT (-122.293788 47.5999)","F220011029"
"13280 Linden Ave N","Medic Response","2022 Jan 26 04:40:00 PM","47.72526","-122.347901","POINT (-122.347901 47.72526)","F220011009"
"3670 Stone Way N","Medic Response","2022 Jan 26 04:13:00 PM","47.651291","-122.342642","POINT (-122.342642 47.651291)","F220011004"
"1717 22nd Ave","Medic Response","2022 Jan 26 03:33:00 PM","47.617175","-122.303691","POINT (-122.303691 47.617175)","F220010994"
"4738 16TH AVE NE","Medic Response","2022 Jan 26 02:49:00 PM","47.6633","-122.310827","POINT (-122.310827 47.6633)","F220010976"
"2614 42nd Ave Sw","Medic Response","2022 Jan 26 02:34:00 PM","47.580917","-122.385184","POINT (-122.385184 47.580917)","F220010972"
"6027 46th Ave Sw","Medic Response","2022 Jan 26 01:25:00 PM","47.548382","-122.391209","POINT (-122.391209 47.548382)","F220010954"
"12721 30th Ave Ne","Medic Response","2022 Jan 26 01:13:00 PM","47.721213","-122.296338","POINT (-122.296338 47.721213)","F220010945"
"3670 Stone Way N","Medic Response","2022 Jan 26 01:01:00 PM","47.651291","-122.342642","POINT (-122.342642 47.651291)","F220010943"
"2106 2nd Ave","Medic Response","2022 Jan 26 12:44:00 PM","47.612541","-122.343119","POINT (-122.343119 47.612541)","F220010941"
"325 9th Ave","Medic Response","2022 Jan 26 11:59:00 AM","47.603588","-122.322949","POINT (-122.322949 47.603588)","F220010929"
"2450 33rd Ave W","Medic Response","2022 Jan 26 11:33:00 AM","47.640034","-122.399621","POINT (-122.399621 47.640034)","F220010919"
"500 5th Ave","Medic Response","2022 Jan 26 09:51:00 AM","47.602985","-122.328535","POINT (-122.328535 47.602985)","F220010890"
"6940 M L King Jr Way S","Medic Response","2022 Jan 26 09:30:00 AM","47.540318","-122.282693","POINT (-122.282693 47.540318)","F220010882"
"1706 WARREN AVE N","Medic Response","2022 Jan 26 07:40:00 AM","47.634057","-122.35442","POINT (-122.35442 47.634057)","F220010855"
"1421 Minor Ave","Medic Response","2022 Jan 26 07:34:00 AM","47.613146","-122.327096","POINT (-122.327096 47.613146)","F220010851"
"2200 E Madison St","Medic Response","2022 Jan 26 07:09:00 AM","47.61842","-122.30365","POINT (-122.30365 47.61842)","F220010847"
"9061 Seward Park Ave S","Medic Response","2022 Jan 26 05:50:00 AM","47.521679","-122.264284","POINT (-122.264284 47.521679)","F220010833"
"9613 Aurora Ave N","Medic Response","2022 Jan 26 05:43:00 AM","47.698825","-122.34462","POINT (-122.34462 47.698825)","F220010831"
"3110 E Olive St","Medic Response","2022 Jan 26 02:13:00 AM","47.616434","-122.292277","POINT (-122.292277 47.616434)","F220010793"
"3501 14th Ave S","Medic Response","2022 Jan 26 12:43:00 AM","47.572139","-122.314795","POINT (-122.314795 47.572139)","F220010777"
"7500 Seward Park Ave S","Medic Response","2022 Jan 26 12:23:00 AM","47.535387","-122.267284","POINT (-122.267284 47.535387)","F220010769"
"2611 S Dearborn St","Medic Response","2022 Jan 25 09:20:00 PM","47.595541","-122.298643","POINT (-122.298643 47.595541)","F220010722"
"2017 3rd Ave","Medic Response","2022 Jan 25 09:03:00 PM","47.612524","-122.341104","POINT (-122.341104 47.612524)","F220010714"
"548 15th Ave","Medic Response","2022 Jan 25 08:32:00 PM","47.606628","-122.312857","POINT (-122.312857 47.606628)","F220010708"
"10322 Ashworth Ave N","Medic Response","2022 Jan 25 08:27:00 PM","47.703422","-122.339291","POINT (-122.339291 47.703422)","F220010707"
"548 15th Ave","Medic Response","2022 Jan 25 08:02:00 PM","47.606628","-122.312857","POINT (-122.312857 47.606628)","F220010702"
"540 Ne 90th St","Medic Response","2022 Jan 25 07:29:00 PM","47.694043","-122.322677","POINT (-122.322677 47.694043)","F220010689"
"216 22nd Ave","Medic Response","2022 Jan 25 06:43:00 PM","47.603634","-122.303738","POINT (-122.303738 47.603634)","F220010674"
"2119 3rd Ave","Medic Response","2022 Jan 25 06:36:00 PM","47.613308","-122.342432","POINT (-122.342432 47.613308)","F220010672"
"7737 33rd Ave Nw","Medic Response","2022 Jan 25 05:00:00 PM","47.685149","-122.399365","POINT (-122.399365 47.685149)","F220010644"
"3rd Ave Ne / Ne 112th St","Medic Response","2022 Jan 25 04:50:00 PM","47.709602","-122.325981","POINT (-122.325981 47.709602)","F220010639"
"5350 Tallman Ave Nw","Medic Response","2022 Jan 25 04:12:00 PM","47.667604","-122.380468","POINT (-122.380468 47.667604)","F220010620"
"500 5th Ave","Medic Response","2022 Jan 25 03:50:00 PM","47.602985","-122.328535","POINT (-122.328535 47.602985)","F220010612"
"2752 6th Ave S","Medic Response","2022 Jan 25 03:41:00 PM","47.579262","-122.325977","POINT (-122.325977 47.579262)","F220010611"
"14115 Aurora Ave N","Medic Response","2022 Jan 25 03:31:00 PM","47.731129","-122.345064","POINT (-122.345064 47.731129)","F220010607"
"700 Broadway","Medic Response","2022 Jan 25 03:28:00 PM","47.608073","-122.320755","POINT (-122.320755 47.608073)","F220010606"
"6420 California Ave Sw","Medic Response","2022 Jan 25 03:14:00 PM","47.545436","-122.387209","POINT (-122.387209 47.545436)","F220010601"
"1536 N 115th St","Medic Response","2022 Jan 25 03:14:00 PM","47.712306","-122.339738","POINT (-122.339738 47.712306)","F220010600"
"1924 9th Ave","Medic Response","2022 Jan 25 02:34:00 PM","47.615796","-122.334741","POINT (-122.334741 47.615796)","F220010588"
"FAIRVIEW AVE N / MERCER ST","Medic Response","2022 Jan 25 01:54:00 PM","47.624265","-122.334285","POINT (-122.334285 47.624265)","F220010576"
"1401 2nd Ave","Medic Response","2022 Jan 25 01:17:00 PM","47.608292","-122.337995","POINT (-122.337995 47.608292)","F220010566"
"215 13th Ave E","Medic Response","2022 Jan 25 12:56:00 PM","47.620113","-122.315622","POINT (-122.315622 47.620113)","F220010560"
"4644 S Gazelle St","Medic Response","2022 Jan 25 12:49:00 PM","47.512509","-122.274832","POINT (-122.274832 47.512509)","F220010559"
"4545 42nd Ave Sw","Medic Response","2022 Jan 25 11:12:00 AM","47.562472","-122.385455","POINT (-122.385455 47.562472)","F220010532"
"5310 24th Ave S","Medic Response","2022 Jan 25 10:41:00 AM","47.55483","-122.301577","POINT (-122.301577 47.55483)","F220010524"
"3204 Sw Morgan St","Medic Response","2022 Jan 25 09:57:00 AM","47.544669","-122.373777","POINT (-122.373777 47.544669)","F220010514"
"8500 20th Ave Ne","Medic Response","2022 Jan 25 09:39:00 AM","47.690303","-122.306854","POINT (-122.306854 47.690303)","F220010511"
"85 Pike St","Medic Response","2022 Jan 25 09:05:00 AM","47.608584","-122.340581","POINT (-122.340581 47.608584)","F220010502"
"8856 Burke Ave N","Medic Response","2022 Jan 25 08:59:00 AM","47.692817","-122.335118","POINT (-122.335118 47.692817)","F220010500"
"4300 Colorado Ave S","Medic Response","2022 Jan 25 08:19:00 AM","47.564302","-122.336795","POINT (-122.336795 47.564302)","F220010488"
"2008 17th Ave S","Medic Response","2022 Jan 25 08:01:00 AM","47.585441","-122.310762","POINT (-122.310762 47.585441)","F220010484"
"11501 15th Ave Ne","Medic Response","2022 Jan 25 07:59:00 AM","47.712167","-122.312433","POINT (-122.312433 47.712167)","F220010482"
"747 N 135th St","Medic Response","2022 Jan 25 06:46:00 AM","47.726803","-122.347793","POINT (-122.347793 47.726803)","F220010474"
"7710 30th Ave Nw","Medic Response","2022 Jan 25 06:32:00 AM","47.684971","-122.395728","POINT (-122.395728 47.684971)","F220010470"
"3201 Sw Graham St","Medic Response","2022 Jan 25 06:18:00 AM","47.54666","-122.373219","POINT (-122.373219 47.54666)","F220010466"
"11 W Aloha St","Medic Response","2022 Jan 25 06:11:00 AM","47.627192","-122.356823","POINT (-122.356823 47.627192)","F220010461"
"4546 49th Ave Sw","Medic Response","2022 Jan 25 05:50:00 AM","47.562561","-122.394844","POINT (-122.394844 47.562561)","F220010458"
"4615 Sw Thistle St","Medic Response","2022 Jan 25 04:57:00 AM","47.528566","-122.391658","POINT (-122.391658 47.528566)","F220010445"
"200 Pike St","Medic Response","2022 Jan 25 04:12:00 AM","47.609285","-122.338904","POINT (-122.338904 47.609285)","F220010442"
"1107 Nw 65th St","Medic Response","2022 Jan 25 12:51:00 AM","47.675963","-122.371731","POINT (-122.371731 47.675963)","F220010417"
"4228 S Spencer St","Medic Response","2022 Jan 24 10:29:00 PM","47.54742","-122.280443","POINT (-122.280443 47.54742)","F220010379"
"201 Yesler Way","Medic Response","2022 Jan 24 08:49:00 PM","47.601719","-122.331966","POINT (-122.331966 47.601719)","F220010345"
"1706 Warren Ave N","Medic Response","2022 Jan 24 08:33:00 PM","47.634057","-122.35442","POINT (-122.35442 47.634057)","F220010339"
"4522 15th Ave Ne","Medic Response","2022 Jan 24 05:23:00 PM","47.661455","-122.31199","POINT (-122.31199 47.661455)","F220010281"
"7357 43rd Ave S","Medic Response","2022 Jan 24 03:07:00 PM","47.536524","-122.279376","POINT (-122.279376 47.536524)","F220010235"
"4245 Roosevelt Way Ne","Medic Response","2022 Jan 24 02:27:00 PM","47.658298","-122.317782","POINT (-122.317782 47.658298)","F220010222"
"9725 3rd Ave Ne","Medic Response","2022 Jan 24 01:54:00 PM","47.699338","-122.325769","POINT (-122.325769 47.699338)","F220010213"
"9061 Seward Park Ave S","Medic Response","2022 Jan 24 01:46:00 PM","47.521679","-122.264284","POINT (-122.264284 47.521679)","F220010212"
"3rd Ave / University St","Medic Response","2022 Jan 24 01:18:00 PM","47.607763","-122.335976","POINT (-122.335976 47.607763)","F220010202"
"4201 37th Ave S","Medic Response","2022 Jan 24 12:54:00 PM","47.565402","-122.286081","POINT (-122.286081 47.565402)","F220010194"
"4400 37th Ave S","Medic Response","2022 Jan 24 12:11:00 PM","47.564112","-122.286056","POINT (-122.286056 47.564112)","F220010173"
"2030 7th Ave","Medic Response","2022 Jan 24 11:22:00 AM","47.6154","-122.338035","POINT (-122.338035 47.6154)","F220010153"
"3056 Ne 95th St","Medic Response","2022 Jan 24 10:55:00 AM","47.697493","-122.29524","POINT (-122.29524 47.697493)","F220010147"
"6545 Ravenna Ave Ne","Medic Response","2022 Jan 24 10:44:00 AM","47.676048","-122.30382","POINT (-122.30382 47.676048)","F220010143"
"2927 25th Ave W","Medic Response","2022 Jan 24 10:25:00 AM","47.645854","-122.388972","POINT (-122.388972 47.645854)","F220010138"
"1221 Madison St","Medic Response","2022 Jan 24 09:47:00 AM","47.609902","-122.323791","POINT (-122.323791 47.609902)","F220010123"
"2028 3rd Ave","Medic Response","2022 Jan 24 09:43:00 AM","47.61261","-122.34125","POINT (-122.34125 47.61261)","F220010121"
"1966 Thorndyke Ave W","Medic Response","2022 Jan 24 09:33:00 AM","47.636498","-122.389388","POINT (-122.389388 47.636498)","F220010118"
"7756 4th Ave Ne","Medic Response","2022 Jan 24 09:17:00 AM","47.686295","-122.324293","POINT (-122.324293 47.686295)","F220010110"
"131 10th Ave E","Medic Response","2022 Jan 24 09:13:00 AM","47.619107","-122.319527","POINT (-122.319527 47.619107)","F220010107"
"116 Stewart St","Medic Response","2022 Jan 24 08:41:00 AM","47.610387","-122.341198","POINT (-122.341198 47.610387)","F220010092"
"6404 9th Ave Ne","Medic Response","2022 Jan 24 07:51:00 AM","47.675012","-122.318703","POINT (-122.318703 47.675012)","F220010070"
"100 W Highland Dr","Medic Response","2022 Jan 24 07:22:00 AM","47.629577","-122.357919","POINT (-122.357919 47.629577)","F220010056"
"1413 3rd Ave","Medic Response","2022 Jan 24 06:17:00 AM","47.608878","-122.336996","POINT (-122.336996 47.608878)","F220010044"
"1630 43rd Ave E","Medic Response","2022 Jan 24 05:41:00 AM","47.633523","-122.277157","POINT (-122.277157 47.633523)","F220010041"
"5525 Renton Ave S","Medic Response","2022 Jan 24 05:30:00 AM","47.552516","-122.285563","POINT (-122.285563 47.552516)","F220010038"
"4529 44th Ave Sw","Medic Response","2022 Jan 24 03:57:00 AM","47.562682","-122.388129","POINT (-122.388129 47.562682)","F220010020"
"922 N 104th St","Medic Response","2022 Jan 24 03:12:00 AM","47.704334","-122.347076","POINT (-122.347076 47.704334)","F220010011"
"11 W Aloha St","Medic Response","2022 Jan 24 12:55:00 AM","47.627192","-122.356823","POINT (-122.356823 47.627192)","F220009990"
"5233 Brooklyn Ave Ne","Medic Response","2022 Jan 23 11:22:00 PM","47.666671","-122.314183","POINT (-122.314183 47.666671)","F220009968"
"1509 Broadway","Medic Response","2022 Jan 23 11:18:00 PM","47.614171","-122.320782","POINT (-122.320782 47.614171)","F220009967"
"5410 Keystone Pl N","Medic Response","2022 Jan 23 10:59:00 PM","47.667343","-122.33211","POINT (-122.33211 47.667343)","F220009963"
"5270 Rainier Ave S","Medic Response","2022 Jan 23 09:29:00 PM","47.554937","-122.282393","POINT (-122.282393 47.554937)","F220009938"
"3926 S Cloverdale St","Medic Response","2022 Jan 23 08:21:00 PM","47.526109","-122.283421","POINT (-122.283421 47.526109)","F220009913"
"4911 24th Ave S","Medic Response","2022 Jan 23 07:49:00 PM","47.558147","-122.302592","POINT (-122.302592 47.558147)","F220009902"
"927 N 100th St","Medic Response","2022 Jan 23 07:05:00 PM","47.701437","-122.346977","POINT (-122.346977 47.701437)","F220009881"
"334 1st Ave N","Medic Response","2022 Jan 23 06:36:00 PM","47.621329","-122.355431","POINT (-122.355431 47.621329)","F220009871"
"2418 Nw 56th St","Medic Response","2022 Jan 23 06:12:00 PM","47.669458","-122.387807","POINT (-122.387807 47.669458)","F220009867"
"4450 Green Lake Way N","Medic Response","2022 Jan 23 04:27:00 PM","47.660979","-122.34694","POINT (-122.34694 47.660979)","F220009844"
"6906 39th Ave Sw","Medic Response","2022 Jan 23 02:51:00 PM","47.540894","-122.381899","POINT (-122.381899 47.540894)","F220009814"
"3904 S Kenyon St","Medic Response","2022 Jan 23 02:50:00 PM","47.531542","-122.283159","POINT (-122.283159 47.531542)","F220009813"
"1533 Western Ave","Medic Response","2022 Jan 23 12:42:00 PM","47.608682","-122.341421","POINT (-122.341421 47.608682)","F220009772"
"601 W Mercer Pl","Medic Response","2022 Jan 23 11:47:00 AM","47.625174","-122.364534","POINT (-122.364534 47.625174)","F220009753"
"6663 Carleton Ave S","Medic Response","2022 Jan 23 11:45:00 AM","47.543625","-122.321354","POINT (-122.321354 47.543625)","F220009752"
"900 University St","Medic Response","2022 Jan 23 11:23:00 AM","47.61055","-122.329318","POINT (-122.329318 47.61055)","F220009745"
"5611 46th Ave Sw","Medic Response","2022 Jan 23 10:47:00 AM","47.552099","-122.391101","POINT (-122.391101 47.552099)","F220009740"
"5037 Beach Dr Sw","Medic Response","2022 Jan 23 10:43:00 AM","47.557292","-122.400977","POINT (-122.400977 47.557292)","F220009736"
"7314 S 115th St","Medic Response","2022 Jan 23 09:51:00 AM","47.499654","-122.242398","POINT (-122.242398 47.499654)","F220009723"
"5605 Mckinley Pl N","Medic Response","2022 Jan 23 08:40:00 AM","47.670733","-122.33699","POINT (-122.33699 47.670733)","F220009707"
"900 University St","Medic Response","2022 Jan 23 08:34:00 AM","47.61055","-122.329318","POINT (-122.329318 47.61055)","F220009706"
"9718 12th Ave Nw","Medic Response","2022 Jan 23 07:36:00 AM","47.700238","-122.371411","POINT (-122.371411 47.700238)","F220009698"
"4201 Sw 107th St","Medic Response","2022 Jan 23 06:19:00 AM","47.50738","-122.385658","POINT (-122.385658 47.50738)","F220009684"
"1100 Broadway","Medic Response","2022 Jan 23 05:19:00 AM","47.611259","-122.32076","POINT (-122.32076 47.611259)","F220009673"
"747 Broadway","Medic Response","2022 Jan 23 05:01:00 AM","47.608622","-122.320756","POINT (-122.320756 47.608622)","F220009670"
"9049 16th Ave Sw","Medic Response","2022 Jan 23 03:39:00 AM","47.522415","-122.355109","POINT (-122.355109 47.522415)","F220009659"
"4615 Sw Thistle St","Medic Response","2022 Jan 23 03:04:00 AM","47.528566","-122.391658","POINT (-122.391658 47.528566)","F220009652"
"8615 24th Ave Sw","Medic Response","2022 Jan 23 02:02:00 AM","47.526348","-122.363169","POINT (-122.363169 47.526348)","F220009639"
"10818 56th Ave S","Medic Response","2022 Jan 23 01:05:00 AM","47.50328","-122.263135","POINT (-122.263135 47.50328)","F220009623"
"2418 Nw 56th St","Medic Response","2022 Jan 22 11:34:00 PM","47.669458","-122.387807","POINT (-122.387807 47.669458)","F220009597"
"7621 AURORA AVE N","Medic Response","2022 Jan 22 11:13:00 PM","47.684187","-122.344489","POINT (-122.344489 47.684187)","F220009588"
"11339 8TH AVE NE","Medic Response","2022 Jan 22 10:39:00 PM","47.711051","-122.320618","POINT (-122.320618 47.711051)","F220009569"
"2241 Fairview Ave E","Medic Response","2022 Jan 22 08:36:00 PM","47.638852","-122.329394","POINT (-122.329394 47.638852)","F220009536"
"3256 Sw Avalon Way","Medic Response","2022 Jan 22 08:13:00 PM","47.564269","-122.373003","POINT (-122.373003 47.564269)","F220009534"
"625 E Mercer St","Medic Response","2022 Jan 22 07:38:00 PM","47.624288","-122.323783","POINT (-122.323783 47.624288)","F220009525"
"1st Ave / Cherry St","Medic Response","2022 Jan 22 06:25:00 PM","47.602555","-122.334281","POINT (-122.334281 47.602555)","F220009502"
"611 Summit Ave E","Medic Response","2022 Jan 22 06:21:00 PM","47.624374","-122.325318","POINT (-122.325318 47.624374)","F220009501"
"Woodland Park Ave N / N 36th St","Medic Response","2022 Jan 22 05:32:00 PM","47.650545","-122.344022","POINT (-122.344022 47.650545)","F220009485"
"412 25th Ave S","Medic Response","2022 Jan 22 04:39:00 PM","47.599125","-122.299888","POINT (-122.299888 47.599125)","F220009462"
"712 Aurora Ave N","Medic Response","2022 Jan 22 04:19:00 PM","47.625512","-122.343512","POINT (-122.343512 47.625512)","F220009456"
"2713 S Main St","Medic Response","2022 Jan 22 03:53:00 PM","47.600285","-122.296766","POINT (-122.296766 47.600285)","F220009451"
"523 S Cloverdale St","Medic Response","2022 Jan 22 03:38:00 PM","47.52648","-122.327896","POINT (-122.327896 47.52648)","F220009449"
"7509 39th Ave Ne","Medic Response","2022 Jan 22 03:12:00 PM","47.683107","-122.286279","POINT (-122.286279 47.683107)","F220009442"
"7051 21st Ave Nw","Medic Response","2022 Jan 22 02:21:00 PM","47.680135","-122.383228","POINT (-122.383228 47.680135)","F220009428"
"1520 Summit Ave","Medic Response","2022 Jan 22 01:41:00 PM","47.614308","-122.325517","POINT (-122.325517 47.614308)","F220009421"
"8337 44th Ave S","Medic Response","2022 Jan 22 12:57:00 PM","47.528326","-122.278042","POINT (-122.278042 47.528326)","F220009411"
"901 E ROANOKE ST","Medic Response","2022 Jan 22 12:22:00 PM","47.643193","-122.320945","POINT (-122.320945 47.643193)","F220009401"
"109 23rd Ave E","Medic Response","2022 Jan 22 12:20:00 PM","47.619215","-122.302545","POINT (-122.302545 47.619215)","F220009398"
"8848 Burke Ave N","Medic Response","2022 Jan 22 12:06:00 PM","47.692743","-122.335118","POINT (-122.335118 47.692743)","F220009396"
"3425 22nd Ave W","Medic Response","2022 Jan 22 12:01:00 PM","47.650547","-122.384672","POINT (-122.384672 47.650547)","F220009394"
"2530 29th Ave S","Medic Response","2022 Jan 22 11:42:00 AM","47.580154","-122.295178","POINT (-122.295178 47.580154)","F220009390"
"5350 Tallman Ave Nw","Medic Response","2022 Jan 22 11:02:00 AM","47.667604","-122.380468","POINT (-122.380468 47.667604)","F220009381"
"1908 Pike Pl","Medic Response","2022 Jan 22 10:55:00 AM","47.609689","-122.342265","POINT (-122.342265 47.609689)","F220009374"
"5041 47TH AVE NE","Medic Response","2022 Jan 22 10:50:00 AM","47.665186","-122.277345","POINT (-122.277345 47.665186)","F220009372"
"1334 Terry Ave","Medic Response","2022 Jan 22 10:06:00 AM","47.611348","-122.328514","POINT (-122.328514 47.611348)","F220009360"
"7203 38th Ave S","Medic Response","2022 Jan 22 09:22:00 AM","47.537921","-122.284725","POINT (-122.284725 47.537921)","F220009350"
"1105 E Fir St","Medic Response","2022 Jan 22 06:33:00 AM","47.602688","-122.318034","POINT (-122.318034 47.602688)","F220009319"
"7929 45th Ave S","Medic Response","2022 Jan 22 06:20:00 AM","47.530673","-122.275875","POINT (-122.275875 47.530673)","F220009315"
"747 N 135th St","Medic Response","2022 Jan 22 03:12:00 AM","47.726803","-122.347793","POINT (-122.347793 47.726803)","F220009294"
"6040 39th Ave Sw","Medic Response","2022 Jan 22 02:03:00 AM","47.548178","-122.381794","POINT (-122.381794 47.548178)","F220009274"
"1526 Ne 143rd St","Medic Response","2022 Jan 21 09:49:00 PM","47.732122","-122.31237","POINT (-122.31237 47.732122)","F220009224"
"140 23rd Ave S","Medic Response","2022 Jan 21 08:58:00 PM","47.601407","-122.302235","POINT (-122.302235 47.601407)","F220009213"
"1207 Sw Cambridge St","Medic Response","2022 Jan 21 08:34:00 PM","47.51917","-122.350708","POINT (-122.350708 47.51917)","F220009209"
"12250 Greenwood Ave N","Medic Response","2022 Jan 21 07:53:00 PM","47.718247","-122.355533","POINT (-122.355533 47.718247)","F220009200"
"4630 Lawton Ln W","Medic Response","2022 Jan 21 07:51:00 PM","47.664278","-122.402918","POINT (-122.402918 47.664278)","F220009199"
"801 9th Ave","Medic Response","2022 Jan 21 07:41:00 PM","47.606982","-122.326056","POINT (-122.326056 47.606982)","F220009196"
"715 Spring St","Medic Response","2022 Jan 21 07:36:00 PM","47.608268","-122.330056","POINT (-122.330056 47.608268)","F220009189"
"3601 Ne 123rd St","Medic Response","2022 Jan 21 06:49:00 PM","47.717331","-122.289297","POINT (-122.289297 47.717331)","F220009173"
"2106 5th Ave","Medic Response","2022 Jan 21 06:49:00 PM","47.614535","-122.34054","POINT (-122.34054 47.614535)","F220009174"
"3204 Sw Morgan St","Medic Response","2022 Jan 21 06:39:00 PM","47.544669","-122.373777","POINT (-122.373777 47.544669)","F220009167"
"2ND AVE / COLUMBIA ST","Medic Response","2022 Jan 21 05:49:00 PM","47.603733","-122.333825","POINT (-122.333825 47.603733)","F220009144"
"5220 23rd Ave Sw","Medic Response","2022 Jan 21 05:44:00 PM","47.554727","-122.361745","POINT (-122.361745 47.554727)","F220009142"
"4630 Lawton Ln W","Medic Response","2022 Jan 21 03:38:00 PM","47.664278","-122.402918","POINT (-122.402918 47.664278)","F220009101"
"5913 Rainier Ave S","Medic Response","2022 Jan 21 02:19:00 PM","47.549507","-122.277102","POINT (-122.277102 47.549507)","F220009075"
"111 Cedar St","Medic Response","2022 Jan 21 01:55:00 PM","47.615877","-122.35052","POINT (-122.35052 47.615877)","F220009068"
"2720 E Madison St","Medic Response","2022 Jan 21 01:49:00 PM","47.623153","-122.296667","POINT (-122.296667 47.623153)","F220009064"
"6408 Phinney Ave N","Medic Response","2022 Jan 21 01:31:00 PM","47.675347","-122.35435","POINT (-122.35435 47.675347)","F220009054"
"5420 2nd Ave S","Medic Response","2022 Jan 21 12:57:00 PM","47.554005","-122.332381","POINT (-122.332381 47.554005)","F220009046"
"8659 Wabash Ave S","Medic Response","2022 Jan 21 12:50:00 PM","47.525917","-122.265173","POINT (-122.265173 47.525917)","F220009045"
"5968 Rainier Ave S","Medic Response","2022 Jan 21 11:12:00 AM","47.548785","-122.276963","POINT (-122.276963 47.548785)","F220009011"
"9709 3rd Ave Ne","Medic Response","2022 Jan 21 10:28:00 AM","47.699221","-122.325766","POINT (-122.325766 47.699221)","F220008998"
"4235 Brooklyn Ave Ne","Medic Response","2022 Jan 21 10:28:00 AM","47.658842","-122.314349","POINT (-122.314349 47.658842)","F220008999"
"3801 34th Ave W","Medic Response","2022 Jan 21 07:37:00 AM","47.654056","-122.400899","POINT (-122.400899 47.654056)","F220008962"
"Rainier Ave S / S Oregon St","Medic Response","2022 Jan 21 03:46:00 AM","47.562818","-122.287836","POINT (-122.287836 47.562818)","F220008913"
"1701 13th Ave S","Medic Response","2022 Jan 21 02:19:00 AM","47.588422","-122.315981","POINT (-122.315981 47.588422)","F220008906"
"915 W Lee St","Medic Response","2022 Jan 21 01:14:00 AM","47.631115","-122.37009","POINT (-122.37009 47.631115)","F220008890"
"711 Cherry St","Medic Response","2022 Jan 20 11:26:00 PM","47.605392","-122.327499","POINT (-122.327499 47.605392)","F220008858"
"11023 3rd Ave Ne","Medic Response","2022 Jan 20 10:57:00 PM","47.708721","-122.325958","POINT (-122.325958 47.708721)","F220008849"
"420 4th Ave","Medic Response","2022 Jan 20 10:48:00 PM","47.601986","-122.32914","POINT (-122.32914 47.601986)","F220008840"
"10501 8th Ave Ne","Medic Response","2022 Jan 20 08:21:00 PM","47.704938","-122.320485","POINT (-122.320485 47.704938)","F220008786"
"629 Nw 52nd St","Medic Response","2022 Jan 20 06:48:00 PM","47.666448","-122.363701","POINT (-122.363701 47.666448)","F220008755"
"11045 Greenwood Ave N","Medic Response","2022 Jan 20 06:22:00 PM","47.709117","-122.355484","POINT (-122.355484 47.709117)","F220008743"
"453 25th Ave E","Medic Response","2022 Jan 20 05:24:00 PM","47.623007","-122.299859","POINT (-122.299859 47.623007)","F220008717"
"2008 Westlake Ave","Medic Response","2022 Jan 20 04:45:00 PM","47.615007","-122.337781","POINT (-122.337781 47.615007)","F220008706"
"1050 Ne 50th St","Medic Response","2022 Jan 20 04:44:00 PM","47.664932","-122.316859","POINT (-122.316859 47.664932)","F220008705"
"2113 N 51st St","Medic Response","2022 Jan 20 02:48:00 PM","47.665771","-122.333535","POINT (-122.333535 47.665771)","F220008678"
"1431 Minor Ave","Medic Response","2022 Jan 20 02:32:00 PM","47.613247","-122.327187","POINT (-122.327187 47.613247)","F220008671"
"10058 35th Ave Ne","Medic Response","2022 Jan 20 02:22:00 PM","47.701488","-122.29072","POINT (-122.29072 47.701488)","F220008664"
